,title,company,city,rating,salary
983,Data Scientist,Maxiom,"Ashburn, VA 20147",,
984,Data Scientist,2nd Order Solutions,"Glen Allen, VA 23060",,
985,"Head of Sales & Business Development - AI, Data Science, Equ...",Xen.ai,"Austin, TX",,
986,Data Scientist- Data Analytics,Hertz,"Estero, FL 33928",3.3,
987,"Data Scientist, Customer Operations",Snapchat,"Los Angeles, CA 90291 (Venice area)",3.5,
988,"2021 Intern, Data Science, Behavior",Waymo,Remote,3.1,
989,Data Engineer/Data Scientist : 21-00872,Akraya Inc.,"Palo Alto, CA 94304",3.7,
990,"Data Scientist, System Analytics",Stealth Mode Startup,"Newark, CA 94560",4.6,
991,Data Scientist,"Sandhills Global, Inc.","Lincoln, NE",3.3,
992,Entry Level Data Engineer (AI Applications),IBM,"Littleton, MA 01460",3.9,
993,Entry Level Data Engineer (AI Applications),IBM,"Littleton, MA 01460",3.9,
994,Consulting Data Scientist - Natural Language Processing + Da...,The Tiny Life,Remote,,$15 - $50 an hour
995,Sr. Data Scientist I,Datto Jobs,"Boston, MA",,
996,Data Scientist,NowPow,"Chicago, IL 60615 (East Hyde Park area)",4.4,
997,"Manager, Statistical Programming",Bristol Myers Squibb,"Seattle, WA",4.2,
998,"Data Scientist, Analytics (PhD)",Facebook,"Menlo Park, CA",4.2,
999,Senior Statistician,TARGET PHARMASOLUTIONS,"Durham, NC 27701",,
1000,Data Architect,Perspecta,"Chantilly, VA",3.3,
1001,Lead NLP AI Engineer - Platform Innovation & Engineering,Humana,"Boston, MA 02210 (South Boston area)",3.7,
1002,Principal Statistical Programmer- Home Based -USA,Warman O'Brien,Remote,,"$110,000 - $135,000 a year"
1003,"Principal Statistician - Biopharma – Rayleigh, US",Warman O'Brien,"Raleigh, NC",,"$120,000 - $150,000 a year"
1004,Data Scientist,Veoneer USA,"Southfield, MI 48034",,
1005,Data Scientist,"Vorys, Sater, Seymour and Pease","Cincinnati, OH 45202 (Central Business District area)",3.6,
1006,"Vice President, Data Science (Atlanta, GA)",BlackRock,"Atlanta, GA 30326 (Buckhead area)",3.8,
1007,Principal Scientist,Insight Global,Remote,4.0,"$122,419 - $134,425 a year"
1008,Inventory Analyst - Auto Parts,The Parts House,"Jacksonville, FL 32256 (Deercreek area)",3.2,
1009,"Solutions Engineer, Data – Analytics & Emerging Technology",Liberty Mutual Insurance,"Boston, MA 02101",3.6,"$137,200 a year"
1010,Machine Learning Engineer,MORSE Corp,"Cambridge, MA 02139 (Cambridgeport area)",,
1011,Senior Statistician,UCLA Health,"Los Angeles, CA 90001",4.0,"$5,325 - $10,533 a month"
1012,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,Remote,,$25 an hour
1013,"Data Science Manager, Integrity Ecosystems Mission Control",Facebook,"Washington, DC",4.2,
1014,Staff Software Engineer - AI Ethics,Indeed,"Sunnyvale, CA 94086 (Washington area)",4.3,"$138,000 - $174,000 a year"
1015,Software Engineering Manager - Machine Learning Infrastructu...,Facebook,"Menlo Park, CA",4.2,
1016,Sr Machine Learning Engineer - Maps,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1017,"Senior Associate, Conversational AI Developer",KPMG,"Atlanta, GA 30308 (Downtown area)",4.0,
1018,Senior Data Science Engineer,CyberCoders,"Boston, MA 02110 (Central area)",3.3,"$150,000 - $170,000 a year"
1019,Schneider Co-op - Data Science (Start Summer 2021),Schneider Electric,"Andover, MA 01810",3.9,
1020,Data Scientist,Madison Square Garden Entertainment,"Burbank, CA",4.0,
1021,Data Scientist,NowPow,"Chicago, IL 60615 (East Hyde Park area)",4.4,
1022,Sr Data Scientist,"Jefferies & Company, Inc.","New York, NY",3.7,
1023,Director/Principal Data Scientist - Healthcare Pricing and O...,Medxoom,"Atlanta, GA",,"Up to $15,000 a month"
1024,Data Scientist,PPG Industries,"Pittsburgh, PA 15239",3.4,
1025,Data Scientist,Internet of Things LLC,"Washington, DC 20011 (Catholic University-Brookland area)",,
1026,Data Scientist - Employer Benefits & Claims,Cerner,"Kansas City, MO",3.5,
1027,Staff Software Engineer - Machine Learning,Intuit,"San Diego, CA 92101",4.2,
1028,HR Data Analyst Sr,Cenlar FSB,"Yardley, PA",2.9,
1029,"Stagiaire Core Data Science, Computational Social Science (P...",Facebook,"Menlo Park, CA",4.2,
1030,Research Intern (FAIR) (AI) - Paris,Facebook,"Menlo Park, CA",4.2,
1031,Senior Machine Learning Engineer 2- Rider Intelligence Team,Uber,"Palo Alto, CA 94304",3.7,
1032,"Sr. Manager, Data Science - Fraud & ML Platform",Oportun Inc,"San Carlos, CA 94070",3.8,
1033,Remote Principal Statistician,Kelly,"Wilmington, DE 19897",3.8,
1034,Scientist -Data Assimilation and Numerical Weather Predictio...,Tomorrow.io,"Boulder, CO",4.1,
1035,Data Science Fellowship,Boys & Girls Clubs of Southeastern Michigan,"Detroit, MI 48228",4.2,"$116,100 a year"
1036,Data Scientist,Ancestry,"San Francisco, CA 94107 (South Beach area)",3.9,
1037,Data Scientist,Beacon Street Services,"Baltimore, MD 21201 (Mid-Town Belvedere area)",,
1038,Associate Data Scientist,The Hartford,"Hartford, CT",3.7,
1039,Statistician,Global Pharmatek,United States,,$50 - $60 an hour
1040,Data Science & Analytics Mgr,RTX,"Lakeside, CT 06758",4.8,
1041,Data Scientist-Senior,Perspecta,"Washington, DC 20022",3.3,
1042,Senior Data Analyst - Credit Risk Mgmt,Comcast,"Philadelphia, PA 19103",3.7,
1043,"Data Science Manager, Small Business Group",Facebook,"New York, NY 10003 (Flatiron District area)",4.2,
1044,"Engineering Lead, AI Applications",Wells Fargo Bank,"Franklinton, NC 27525",3.7,
1045,Software Engineering Manager - Machine Learning Infrastructu...,Facebook,"Menlo Park, CA",4.2,
1046,"Sr. Manager, Data Science - Fraud & ML Platform",Oportun Inc,"San Carlos, CA 94070",3.8,
1047,REMOTE - Sr. Front End Engineer - AI & Data-Driven Startup,CyberCoders,"Grand Rapids, MI 49503 (Heritage Hill area)",3.3,"$90,000 - $120,000 a year"
1048,"Research Intern, Audio Machine Learning and Signal Processin...",Facebook,"Menlo Park, CA",4.2,
1049,"Director, Middleware & Data Services Architecture",IHG Corporate,"Atlanta, GA",4.1,
1050,Senior Data Analyst,Envista Holdings,"Brea, CA",,
1051,Data Analyst - AI/ML/BI,"LoadSpring Solutions, Inc",Remote,2.3,
1052,"Associate Director, Statistical Programming",Bristol Myers Squibb,"Seattle, WA",4.2,
1053,Data Architect,Perspecta,"Chantilly, VA",3.3,
1054,Big Data Engineer - Denver Area,CyberCoders,"Denver, CO 80202 (Lodo area)",3.3,
1055,Lead NLP AI Engineer - Platform Innovation & Engineering,Humana,"Boston, MA 02210 (South Boston area)",3.7,
1056,Senior Data Science Engineer,CyberCoders,"Boston, MA 02110 (Central area)",3.3,"$150,000 - $170,000 a year"
1057,Senior Data Analyst (Salesforce exp. preferred),1199SEIU Family of Funds,"New York, NY",4.0,
1058,REMOTE - Sr. Front End Engineer - AI & Data-Driven Startup,CyberCoders,"Charlotte, NC 28202 (Downtown Charlotte area)",3.3,"$90,000 - $120,000 a year"
1059,Machine Learning Software Engineer,Motorola Solutions,"Schaumburg, IL",4.1,
1060,Senior Research Engineer -RF/Machine Learning,Perspecta,"College Park, MD 20741",3.3,
1061,Principal Statistician,System One,"No Potomac, MD",3.6,
1062,"Associate Director, Statistical Programming",Penfield Search Partners,"Berkeley Heights, NJ",,
1063,"Statistician/ St. Louis, MO",Kelly,"Fairview Heights, IL 62208",3.8,
1064,Data Scientist,Bind,Minnesota,2.3,
1065,Data Scientist II,Fresenius Medical Care,"Waltham, MA 02451",3.4,
1066,Senior Data Scientist II - Advanced Analytics,Walker Edison,Utah,3.5,
1067,Entry Level Data Engineer (AI Applications),IBM,"Littleton, MA 01460",3.9,
1068,Consulting Data Scientist - Natural Language Processing + Da...,The Tiny Life,Remote,,$15 - $50 an hour
1069,Sr. Data Scientist I,Datto Jobs,"Boston, MA",,
1070,Data Scientist,NowPow,"Chicago, IL 60615 (East Hyde Park area)",4.4,
1071,Data Scientist - AI Labs,BlackRock,"New York, NY 10055 (Midtown area)",3.8,
1072,Senior Machine Learning Engineer,Solution Consulting Group,"Knoxville, TN 37923",,
1073,Software Engineering Manager - Machine Learning,Facebook,"Austin, TX (Downtown area)",4.2,
1074,Capital Markets Big Data Technology Lead,Wells Fargo Bank,"Belleville, NJ 07109",3.7,
1075,Machine Learning Intern,Kelly,"Golf, IL 60029",3.8,
1076,REMOTE - Sr. Front End Engineer - AI & Data-Driven Startup,CyberCoders,"Salt Lake City, UT 84111 (Central City area)",3.3,"$90,000 - $120,000 a year"
1077,URGENT! Sr. Data Analyst,Kelly,"Chicago, IL 60601 (Loop area)",3.8,
1078,Product Manager - Machine Learning,CyberCoders,"Boston, MA 02116 (South End area)",3.3,
1079,Data Science Intern,HOF Capital,"New York, NY 10013 (Tribeca area)",,
1080,Principal Data Scientist,Lutron Electronics,"Coopersburg, PA 18036",3.4,
1081,Statistician,"Psychology Software Tools, Inc","Sharpsburg, PA 15215",,$24 - $30 an hour
1082,"AI/ML - Annotation Analyst, Hebrew Language",Apple,United States,4.2,
1083,Senior Data Scientist - Defense & Intelligence,Elder Research Inc,"Fort Meade, MD 20755",,
1084,Senior Data Analyst,Varsity Tutors,"Seattle, WA",3.9,
1085,Sr. Marketing Data Analyst,"Yoh, A Day & Zimmermann Company","New York, NY 10060 (Chelsea area)",3.7,
1086,Senior Statistical Programmer,PAREXEL,"Staples, TX 78670",3.7,
1087,Senior Software Engineer - Machine Learning,Intuit,"Mountain View, CA 94041",4.2,
1088,Lead AI Software Engineer,Mitre Corporation,"McLean, VA",4.0,
1089,"Stagiaire Core Data Science, GRAph Science & Statistics Rese...",Facebook,"Menlo Park, CA",4.2,
1090,"Senior Manager, Machine Learning",Comcast,"Washington, DC 20005 (Logan Circle area)",3.7,
1091,"Manager, Machine Learning",Comcast,"Washington, DC 20005 (Logan Circle area)",3.7,
1092,Software Engineer - Machine Learning| Marketplace Driver Pri...,Uber,"Palo Alto, CA 94304",3.7,
1093,"Solution Engineer, Machine Learning and Data Platform",CyberCoders,"San Jose, CA 95121 (Evergreen area)",3.3,
1094,Senior Technical Data Analyst,Intuit,"San Diego, CA 92101",4.2,
1095,Quality Assurance Analyst - Artificial Intelligence,"Strategic Education, Inc.","Herndon, VA",,
1096,"Manager, Research Data Science",Facebook,"Seattle, WA",4.2,
1097,Machine Learning Engineer II - Help Intelligence,Uber,"Palo Alto, CA 94304",3.7,
1098,Research Scientist - RF Machine Learning,Perspecta,"College Park, MD 20741",3.3,
1099,Senior Machine Learning Engineer,Change Healthcare,"Vancouver, WA 98661",3.0,
1100,Senior Data Analyst,Hollister Staffing,"Boston, MA",4.1,
1101,Senior Machine Learning Engineer 2- Rider Intelligence Team,Uber,"Palo Alto, CA 94304",3.7,
1102,Software Engineer - AI Platform,Uber,"Sunnyvale, CA 94086",3.7,
1103,"Sr. Machine Learning Engineer, Uber AI Recommendations",Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1104,REMOTE - Sr. Front End Engineer - AI & Data-Driven Startup,CyberCoders,"Salt Lake City, UT 84111 (Central City area)",3.3,"$90,000 - $120,000 a year"
1105,Statistical Programmer III,System One,"Gaithersburg, MD",3.6,
1106,"Principal Statistician - Biopharma – Rayleigh, US",Warman O'Brien,"Raleigh, NC",,"$120,000 - $150,000 a year"
1107,Principal Statistical Programmer,Penfield Search Partners,"San Diego, CA",,
1108,Remote Principal Statistician,Kelly,"Wilmington, DE 19897",3.8,
1109,Sr. Data Scientist,Abiomed,"Danvers, MA 01923",3.7,
1110,Senior Data Scientist II - Advanced Analytics,Walker Edison,Utah,3.5,
1111,Data Scientist - OPR Levine Children's Hospital,Atrium Health,"Charlotte, NC 28203 (Dilworth area)",3.8,
1112,Data Scientist,"Reports and Requirements Company, LLC","Washington, DC",,
1113,"Data Scientist, Marketing Capital Allocation",Root Insurance Company,Remote,3.7,
1114,"Vice President, Data Science (Atlanta, GA)",BlackRock,"Atlanta, GA 30326 (Buckhead area)",3.8,
1115,Senior Data Analyst,Guidehouse,"Huntsville, AL 35895",3.4,
1116,AML Statistician / Scenario Development & Enhancement,Citi,"Tampa, FL 33601",3.9,
1117,Statistician,Global Pharmatek,United States,,$50 - $60 an hour
1118,Senior Data Scientist,Kforce,"Los Angeles, CA 90071",3.8,
1119,Sr. Machine Learning Engineer (Eats Logistics),Uber,"New York, NY 10018 (Clinton area)",3.7,
1120,"Engineering Lead, AI Applications",Wells Fargo Bank,"Raleigh, NC 27611",3.7,
1121,Backend Engineer - Uber AI (Michelangelo Platform),Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1122,Software Engineer - Machine Learning| Marketplace Driver Pri...,Uber,"Palo Alto, CA 94304",3.7,
1123,Lead NLP AI Engineer - Platform Innovation & Engineering,Humana,"Boston, MA 02210 (South Boston area)",3.7,
1124,Data Scientist - Meaningful Matches,Nuna,"San Francisco, CA",,
1125,Data Scientist,Veoneer USA,"Southfield, MI 48034",,
1126,Data Scientist,"Vorys, Sater, Seymour and Pease","Cincinnati, OH 45202 (Central Business District area)",3.6,
1127,"Data Scientist, Analytics (PhD)",Facebook,"Seattle, WA",4.2,
1128,Senior Machine Learning Engineer,Solution Consulting Group,"Knoxville, TN 37923",,
1129,AVP - AML Statistician / Independent Validations - C12,Citi,"Tampa, FL 33601",3.9,
1130,Senior Technical Data Analyst,Intuit,"Tucson, AZ 85726 (Las Vistas area)",4.2,
1131,Machine Learning Architect - Data & Analytics,Credera,"Denver, CO",4.0,
1132,Software Engineer II (Machine Learning),Uber,"New York, NY 10018 (Clinton area)",3.7,
1133,Software Engineering Manager - Machine Learning,Facebook,"Austin, TX (Downtown area)",4.2,
1134,Senior Data Engineer - AI Labs,BlackRock,"New York, NY 10055 (Midtown area)",3.8,
1135,Embedded Software AI Application Engineer,Motorola Solutions,"Allen, TX",4.1,
1136,Systems Engineer III,Perspecta,"Springfield, VA 22161",3.3,
1137,Audience/Data Science Lead,ReKruiting Advisors LLC,"New York, NY",,
1138,"Technical Program Manager, Machine Learning Infrastructure",Facebook,"Seattle, WA",4.2,
1139,Global Senior Data Analyst,"RiseSmart, Inc.",Remote,,
1140,Senior Data Scientist,SCOR,"Charlotte, NC 28280 (Downtown Charlotte area)",3.4,
1141,Data Visualization Scientist,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD 20724",4.0,
1142,"Data Scientist, Product Analytics – Facebook Ecosystems",Facebook,"Menlo Park, CA",4.2,
1143,"Technical Program Manager, Core Machine Learning - Ads",Facebook,"Menlo Park, CA",4.2,
1144,"Senior Quality, Safety, Health Equity Data Analyst / 40 Hour...",Brigham & Women's Hospital(BWH),"Boston, MA 02115 (Mission Hill area)",4.1,
1145,"Manager, Revenue Mgmt & Data Science",Universal Orlando,"Orlando, FL",4.1,
1146,Marketing Data Engineering Senior Manager,Wells Fargo Bank,"Charlotte, NC 28244 (Fourth Ward area)",3.7,
1147,Sr. Machine Learning Engineer (Eats Logistics),Uber,"New York, NY 10018 (Clinton area)",3.7,
1148,"Engineering Lead, AI Applications",Wells Fargo Bank,"Franklinton, NC 27525",3.7,
1149,Staff Software Engineer - Machine Learning Infrastructure,Blue Yonder,"Dallas, TX",4.4,
1150,Software Engineer - Deep Learning Platform (Seattle),Uber,"Sunnyvale, CA 94086",3.7,
1151,"Statistician, Sr",General Dynamics,"Washington, DC",3.8,
1152,Senior Statistician,System One,"No Potomac, MD",3.6,
1153,"Research Scientist, Machine Learning for Image Synthesis (Ph...",Facebook,"Redmond, WA",4.2,
1154,SENIOR DATA ANALYST - CUSTOMER ANALYTICS,"Foot Locker, Inc.",United States,3.9,
1155,Associate Data Scientist,NextEra Energy,"Juno Beach, FL 33408",3.9,
1156,Fraud Data Scientist,Nike,"Beaverton, OR",4.1,
1157,"Data Scientist, Product",Moveworks,"Mountain View, CA",4.3,
1158,"(Sr.) Engineer, AI Perception Algorithm",Black Sesame Technologies Inc,"San Jose, CA",,
1159,Senior DoD Data Analyst,NavAide,"Washington, DC 20350",,
1160,"Data Scientist, Mid",General Dynamics,"Washington, DC",3.8,
1161,Data Scientist,Perspecta,"McLean, VA 22107",3.3,
1162,Statistician,Global Pharmatek,United States,,$50 - $60 an hour
1163,"Manager, Statistical Programming",Bristol Myers Squibb,"Seattle, WA",4.2,
1164,Architect - Data & Analytics,Credera,"Los Angeles, CA",4.0,
1165,"Senior Data Analyst, Business Delivery",Constellation Brands,"Victor, NY 14564",3.7,
1166,Principal Data Architect - Director,North Highland,"Charlotte, NC 28202 (Downtown Charlotte area)",3.5,
1167,Sr. Software Engineer II - Uber AI Recommendation Platform,Uber,"San Francisco, CA 94105 (Financial District area)",3.7,
1168,Statistical Programmer III,System One,"Gaithersburg, MD",3.6,
1169,Data Scientist,Bind,Minnesota,2.3,
1170,Data Scientist II,Fresenius Medical Care,"Waltham, MA 02451",3.4,
1171,Senior Data Scientist II - Advanced Analytics,Walker Edison,Utah,3.5,
1172,Entry Level Data Engineer (AI Applications),IBM,"Littleton, MA 01460",3.9,
1173,Statistician (SAS),ICF,"Atlanta, GA",3.4,
1174,"Associate Director, Data Partner, Global Biometrics and Data...",Bristol Myers Squibb,"New Brunswick, NJ 08901",4.2,
1175,Health Care Data Scientist,"Vizient, Inc.","Chicago, IL 60606 (Loop area)",3.7,
1176,Senior Statistician,UCLA Health,"Los Angeles, CA 90001",4.0,"$5,325 - $10,533 a month"
1177,Data Scientist-Journeyman,Perspecta,"Washington, DC 20022",3.3,
1178,Artificial Intelligence SME,"Modern Technology Solutions, Inc.","Alexandria, VA 22312",4.4,
1179,"Software Engineer, Machine Learning",Facebook,"Los Angeles, CA",4.2,
1180,Staff Machine Learning Engineer - Investments,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1181,"Engineering Lead, AI Applications",Wells Fargo Bank,"Selma, NC 27576",3.7,
1182,"Principal, Machine Learning",Comcast,"Philadelphia, PA 19103",3.7,
1183,Embedded Software AI Application Engineer,Motorola Solutions,"Allen, TX",4.1,
1184,"Bioinformaticist, Research and Development",Scismic,"New York, NY",,
1185,Statistician,"Psychology Software Tools, Inc","Sharpsburg, PA 15215",,$24 - $30 an hour
1186,Data Scientist - Shops Seller Ecosystem,Facebook,"Seattle, WA",4.2,
1187,Data Scientist,Perspecta,"Springfield, VA 22161",3.3,
1188,Data Engineer (Python),BlackRock,"New York, NY 10055 (Midtown area)",3.8,
1189,NLP and Machine Learning Research Scientist,Baidu USA,United States,,"$140,000 - $250,000 a year"
1190,"2021402 Data Scientist $150,000.00",B4CORP,"Tysons, VA",,"Up to $150,000 a year"
1191,Metro College Intern Program- Facilities Asset Management En...,Washington Metropolitan Area Transit Authority,"Landover, MD",3.7,
1192,Staff Machine Learning Engineer,Intuit,"Mountain View, CA 94041",4.2,
1193,Software Engineer (Machine Learning) - Freight,Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1194,Software Engineer Backend (Uber AI),Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1195,"Senior Associate, Conversational AI Developer",KPMG,"Atlanta, GA 30308 (Downtown area)",4.0,
1196,Senior Statistician - Innovative Biopharma - USA,Warman O'Brien,United States,,"$75,688 - $149,805 a year"
1197,Sr Backend Engineer - Uber AI (Michelangelo Platform),Uber,"San Francisco, CA 94103 (South of Market area)",3.7,
1198,Sr. Marketing Analyst (Analytics),Snap Finance,"Salt Lake City, UT 84126",3.4,
1199,"Sr. Data Scientist, Experimentation",Time Warner,"Los Angeles, CA",3.8,
1200,College Intern Technical/Data Scientist,Northrop Grumman,"McLean, VA 22102",4.0,
1201,Data Scientist,Javelin Biotech,"Woburn, MA 01801",,
1202,Healthcare Data Scientist,University of Maryland Medical System,"Linthicum, MD 21090",3.5,
