,title,company,rating,CITY,state,salary_year_mean
905,Data Analyst/Data Scientist,Vanderlande Industries,3.6,Atlanta,GA,
906,Data Scientist,Federal Reserve Bank of Cleveland,3.9,Cleveland,OH,
907,Associate Data Scientist Engineer,Gap Inc.,3.8,San Francisco,CA,
908,"Junior Data Engineer - Austin, TX",Deloitte,4.0,Austin,TX,
909,Data Scientist,Metas Solutions,,Research Triangle Park,NC,
910,Software Engineer / Data scientist,Genentech,4.1,South San Francisco,CA,
911,Data Science Intern (Unpaid),Minority Programmers Association,,Remote,REMOTE,29250.0
912,"Search Data Scientist, Apple App Store - Austin",Apple,4.2,Austin,TX,
913,Data Scientist,Catalina Marketing,3.2,Atlanta,GA,
914,Data Scientist,SmileDirectClub,2.9,Nashville,TN,
915,Senior Data Scientist,"Pixalate, Inc.",,Remote,REMOTE,
916,Data Scientist,ADP,3.8,Parsippany,NJ,
917,Machine Learning Data Associate,Amazon.com Services LLC,3.6,Santa Barbara,CA,
918,Data Scientist - Strategic Data Solutions,Apple,4.2,Austin,TX,
919,Intern - Medical Economics & Data Science,Capital BlueCross,3.6,Harrisburg,PA,
920,Senior Data Scientist,General Motors,4.1,Austin,TX,
921,Associate Data Scientist Engineer,Gap Inc.,3.8,San Francisco,CA,
922,Data Scientist (Modeling/Algorithms) - Pricing,DiDi Labs,,Mountain View,CA,
923,Data Scientist,ADP,3.8,Parsippany,NJ,
924,Data Scientist,W. Capra Consulting Group,3.7,Chicago,IL,
925,Freelance Data Scientist & Analyst,Understood,,New York State,NY,
926,Data Scientist Engineer,BlackBerry,4.0,Irving,TX,
927,Data Scientist,Buchanan & Edwards,4.1,Washington,DC,
928,Applied Scientist Internship (InSAR),Descartes Labs,,Remote,REMOTE,
929,Machine Learning Data Associate,Amazon.com Services LLC,3.6,Santa Barbara,CA,
930,Data Scientist,Sabal Tech,,Fort Lauderdale,FL,
931,"Search Data Scientist, Apple App Store - Austin",Apple,4.2,Austin,TX,
932,Data Scientist - Advanced Analytics,State Farm,3.7,Bloomington,IL,
933,Data Scientist,Sabal Tech,,Fort Lauderdale,FL,
934,Data Scientist (Customer Analytics),Principal Financial Group,3.9,Des Moines,IA,
935,Data Scientist,Kochava,2.8,Sandpoint,ID,
936,Data Science Intern,Best Egg,,Remote,REMOTE,
937,Data Scientist,Pandera Systems,3.6,Orlando,FL,
938,Data Scientist,Abbott Laboratories,4.0,Abbott Park,IL,
939,"Data Scientist, Customer Operations",Snapchat,3.5,Los Angeles,CA,
940,Media Audience Data Scientist,WALGREENS,3.6,Deerfield,IL,
941,Data Scientist,Allianz Global Investors,3.9,San Diego,CA,
942,Data Scientist,ICR,3.7,Denver,CO,
943,Data Scientist,The Powerline Group,1.4,Boca Raton,FL,
944,Data Scientist,Fetch Rewards,3.0,Illinois,IL,
945,"Data Scientist-Draper, UT",PFS-Prestige Financial Services,3.4,Draper,UT,
946,Data Scientist,"Sandhills Global, Inc.",3.3,Lincoln,NE,
947,Data Scientist,2U,3.0,Lanham,MD,
948,Senior Applied/ Data Scientist w/ deep learning - NLP and Co...,Oracle,3.8,Austin,TX,
949,Senior Applied/ Data Scientist w/ deep learning- NLU and Com...,Oracle,3.8,Austin,TX,
950,"Data Scientist, Customer Intelligence - Opportunity for Work...",VMware,4.0,Austin,TX,
951,Senior Data Scientist,Root Insurance Company,3.7,Columbus,OH,
952,Data Scientist,ANDURIL INDUSTRIES,,Irvine,CA,
953,Data Scientist/Algorithm Engineer,Double River Investments Limited,,United States,UNITED,
954,Data Scientist,IFG Companies,3.1,Atlanta,GA,
955,Data Scientist,John Deere,4.0,Urbandale,IA,
956,Data Scientist,FT Optimize,,Half Moon Bay,CA,
957,Data Scientist,CONTINENTAL FINANCE COMPANY,,Wilmington,DE,
958,DATA SCIENTIST,Decentrix,,Denver,CO,
959,Data Scientist,Pandera Systems,3.6,Orlando,FL,
960,Data Scientist,EA Langenfeld & Associates,,Mount Prospect,IL,90000.0
961,Data Scientist,HP,4.0,Boise,ID,
962,Principal Applied/ Data Scientist (w/ deep learning - NLP an...,Oracle,3.8,Austin,TX,
963,Excel Expert Software Engineer/Data Scientist,Ed Mehlman and Associates,,Houston,TX,
964,Data Scientist - Senior,Valiant Integrated Services,3.5,Mclean,VA,
965,Data Scientist Co-op,"Healthcare Financial, Inc.",,Quincy,MA,
966,Data Scientist,Benco Dental,3.6,United States,UNITED,
967,Data Science Intern,FedEx Ground Careers US,3.4,Township Of Moon,PA,
968,Summer job in Data Science Team,SidekickHealth,,Palo Alto,CA,
969,"Senior Data Scientist, Artificial Intelligence Research","DUFF AND PHELPS, LLC",3.4,Nashville,TN,
970,Data Scientist,Abbott Laboratories,4.0,Abbott Park,IL,
971,Data Management Analyst IV,McCoy's Building Supply,3.9,San Marcos,TX,
972,Data Sciences Intern Summer 2021 – Masters/PhD,Johnson & Johnson Family of Companies,4.2,San Diego,CA,
973,Machine Learning Intern,Juniper Networks,4.1,Sunnyvale,CA,
974,Data Scientist,Stantec,3.7,Louisville,KY,
975,Senior Data Scientist,XPO Logistics,3.2,Portland,OR,
976,Product Data Scientist - Ads Data Science,Twitter,4.1,San Francisco,CA,
977,Data Scientist,Syngenta,4.1,Slater,IA,
978,Data Scientist,Allianz Global Investors,3.9,San Diego,CA,
979,Data Scientist,NowPow,4.4,Chicago,IL,
980,Data Scientist I,Ryder,3.4,Miami,FL,
981,Data Scientist (Top Modeling-LDA Expert),Upwork,4.0,San Diego,CA,
982,Data Scientist,The Powerline Group,1.4,Boca Raton,FL,
983,Data Scientist,Maxiom,,Ashburn,VA,
984,Data Scientist,2nd Order Solutions,,Glen Allen,VA,
985,"Head of Sales & Business Development - AI, Data Science, Equ...",Xen.ai,,Austin,TX,
986,Data Scientist- Data Analytics,Hertz,3.3,Estero,FL,
987,"Data Scientist, Customer Operations",Snapchat,3.5,Los Angeles,CA,
988,"2021 Intern, Data Science, Behavior",Waymo,3.1,Remote,REMOTE,
989,Data Engineer/Data Scientist : 21-00872,Akraya Inc.,3.7,Palo Alto,CA,
990,"Data Scientist, System Analytics",Stealth Mode Startup,4.6,Newark,CA,
991,Data Scientist,"Sandhills Global, Inc.",3.3,Lincoln,NE,
992,Entry Level Data Engineer (AI Applications),IBM,3.9,Littleton,MA,
993,Entry Level Data Engineer (AI Applications),IBM,3.9,Littleton,MA,
994,Consulting Data Scientist - Natural Language Processing + Da...,The Tiny Life,,Remote,REMOTE,63375.0
995,Sr. Data Scientist I,Datto Jobs,,Boston,MA,
996,Data Scientist,NowPow,4.4,Chicago,IL,
997,"Manager, Statistical Programming",Bristol Myers Squibb,4.2,Seattle,WA,
998,"Data Scientist, Analytics (PhD)",Facebook,4.2,Menlo Park,CA,
999,Senior Statistician,TARGET PHARMASOLUTIONS,,Durham,NC,
1000,Data Architect,Perspecta,3.3,Chantilly,VA,
1001,Lead NLP AI Engineer - Platform Innovation & Engineering,Humana,3.7,Boston,MA,
1002,Principal Statistical Programmer- Home Based -USA,Warman O'Brien,,Remote,REMOTE,122500.0
1003,"Principal Statistician - Biopharma – Rayleigh, US",Warman O'Brien,,Raleigh,NC,135000.0
1004,Data Scientist,Veoneer USA,,Southfield,MI,
1005,Data Scientist,"Vorys, Sater, Seymour and Pease",3.6,Cincinnati,OH,
1006,"Vice President, Data Science (Atlanta, GA)",BlackRock,3.8,Atlanta,GA,
1007,Principal Scientist,Insight Global,4.0,Remote,REMOTE,128422.0
1008,Inventory Analyst - Auto Parts,The Parts House,3.2,Jacksonville,FL,
1009,"Solutions Engineer, Data – Analytics & Emerging Technology",Liberty Mutual Insurance,3.6,Boston,MA,137200.0
1010,Machine Learning Engineer,MORSE Corp,,Cambridge,MA,
1011,Senior Statistician,UCLA Health,4.0,Los Angeles,CA,
1012,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,,Remote,REMOTE,48750.0
1013,"Data Science Manager, Integrity Ecosystems Mission Control",Facebook,4.2,Washington,DC,
1014,Staff Software Engineer - AI Ethics,Indeed,4.3,Sunnyvale,CA,156000.0
1015,Software Engineering Manager - Machine Learning Infrastructu...,Facebook,4.2,Menlo Park,CA,
1016,Sr Machine Learning Engineer - Maps,Uber,3.7,San Francisco,CA,
1017,"Senior Associate, Conversational AI Developer",KPMG,4.0,Atlanta,GA,
1018,Senior Data Science Engineer,CyberCoders,3.3,Boston,MA,160000.0
1019,Schneider Co-op - Data Science (Start Summer 2021),Schneider Electric,3.9,Andover,MA,
1020,Data Scientist,Madison Square Garden Entertainment,4.0,Burbank,CA,
1021,Data Scientist,NowPow,4.4,Chicago,IL,
1022,Sr Data Scientist,"Jefferies & Company, Inc.",3.7,New York,NY,
1023,Director/Principal Data Scientist - Healthcare Pricing and O...,Medxoom,,Atlanta,GA,
1024,Data Scientist,PPG Industries,3.4,Pittsburgh,PA,
1025,Data Scientist,Internet of Things LLC,,Washington,DC,
1026,Data Scientist - Employer Benefits & Claims,Cerner,3.5,Kansas City,MO,
1027,Staff Software Engineer - Machine Learning,Intuit,4.2,San Diego,CA,
1028,HR Data Analyst Sr,Cenlar FSB,2.9,Yardley,PA,
1029,"Stagiaire Core Data Science, Computational Social Science (P...",Facebook,4.2,Menlo Park,CA,
1030,Research Intern (FAIR) (AI) - Paris,Facebook,4.2,Menlo Park,CA,
1031,Senior Machine Learning Engineer 2- Rider Intelligence Team,Uber,3.7,Palo Alto,CA,
1032,"Sr. Manager, Data Science - Fraud & ML Platform",Oportun Inc,3.8,San Carlos,CA,
1033,Remote Principal Statistician,Kelly,3.8,Wilmington,DE,
1034,Scientist -Data Assimilation and Numerical Weather Predictio...,Tomorrow.io,4.1,Boulder,CO,
1035,Data Science Fellowship,Boys & Girls Clubs of Southeastern Michigan,4.2,Detroit,MI,116100.0
1036,Data Scientist,Ancestry,3.9,San Francisco,CA,
1037,Data Scientist,Beacon Street Services,,Baltimore,MD,
1038,Associate Data Scientist,The Hartford,3.7,Hartford,CT,
1039,Statistician,Global Pharmatek,,United States,UNITED,107250.0
1040,Data Science & Analytics Mgr,RTX,4.8,Lakeside,CT,
1041,Data Scientist-Senior,Perspecta,3.3,Washington,DC,
1042,Senior Data Analyst - Credit Risk Mgmt,Comcast,3.7,Philadelphia,PA,
1043,"Data Science Manager, Small Business Group",Facebook,4.2,New York,NY,
1044,"Engineering Lead, AI Applications",Wells Fargo Bank,3.7,Franklinton,NC,
1045,Software Engineering Manager - Machine Learning Infrastructu...,Facebook,4.2,Menlo Park,CA,
1046,"Sr. Manager, Data Science - Fraud & ML Platform",Oportun Inc,3.8,San Carlos,CA,
1047,REMOTE - Sr. Front End Engineer - AI & Data-Driven Startup,CyberCoders,3.3,Grand Rapids,MI,105000.0
1048,"Research Intern, Audio Machine Learning and Signal Processin...",Facebook,4.2,Menlo Park,CA,
1049,"Director, Middleware & Data Services Architecture",IHG Corporate,4.1,Atlanta,GA,
1050,Senior Data Analyst,Envista Holdings,,Brea,CA,
1051,Data Analyst - AI/ML/BI,"LoadSpring Solutions, Inc",2.3,Remote,REMOTE,
1052,"Associate Director, Statistical Programming",Bristol Myers Squibb,4.2,Seattle,WA,
1053,Data Architect,Perspecta,3.3,Chantilly,VA,
1054,Big Data Engineer - Denver Area,CyberCoders,3.3,Denver,CO,
1055,Lead NLP AI Engineer - Platform Innovation & Engineering,Humana,3.7,Boston,MA,
1056,Senior Data Science Engineer,CyberCoders,3.3,Boston,MA,160000.0
1057,Senior Data Analyst (Salesforce exp. preferred),1199SEIU Family of Funds,4.0,New York,NY,
1058,REMOTE - Sr. Front End Engineer - AI & Data-Driven Startup,CyberCoders,3.3,Charlotte,NC,105000.0
1059,Machine Learning Software Engineer,Motorola Solutions,4.1,Schaumburg,IL,
1060,Senior Research Engineer -RF/Machine Learning,Perspecta,3.3,College Park,MD,
1061,Principal Statistician,System One,3.6,No Potomac,MD,
1062,"Associate Director, Statistical Programming",Penfield Search Partners,,Berkeley Heights,NJ,
1063,"Statistician/ St. Louis, MO",Kelly,3.8,Fairview Heights,IL,
1064,Data Scientist,Bind,2.3,Minnesota,MN,
1065,Data Scientist II,Fresenius Medical Care,3.4,Waltham,MA,
1066,Senior Data Scientist II - Advanced Analytics,Walker Edison,3.5,Utah,UT,
1067,Entry Level Data Engineer (AI Applications),IBM,3.9,Littleton,MA,
1068,Consulting Data Scientist - Natural Language Processing + Da...,The Tiny Life,,Remote,REMOTE,63375.0
1069,Sr. Data Scientist I,Datto Jobs,,Boston,MA,
1070,Data Scientist,NowPow,4.4,Chicago,IL,
1071,Data Scientist - AI Labs,BlackRock,3.8,New York,NY,
1072,Senior Machine Learning Engineer,Solution Consulting Group,,Knoxville,TN,
1073,Software Engineering Manager - Machine Learning,Facebook,4.2,Austin,TX,
1074,Capital Markets Big Data Technology Lead,Wells Fargo Bank,3.7,Belleville,NJ,
1075,Machine Learning Intern,Kelly,3.8,Golf,IL,
1076,REMOTE - Sr. Front End Engineer - AI & Data-Driven Startup,CyberCoders,3.3,Salt Lake City,UT,105000.0
1077,URGENT! Sr. Data Analyst,Kelly,3.8,Chicago,IL,
1078,Product Manager - Machine Learning,CyberCoders,3.3,Boston,MA,
1079,Data Science Intern,HOF Capital,,New York,NY,
1080,Principal Data Scientist,Lutron Electronics,3.4,Coopersburg,PA,
1081,Statistician,"Psychology Software Tools, Inc",,Sharpsburg,PA,52650.0
1082,"AI/ML - Annotation Analyst, Hebrew Language",Apple,4.2,United States,UNITED,
1083,Senior Data Scientist - Defense & Intelligence,Elder Research Inc,,Fort Meade,MD,
1084,Senior Data Analyst,Varsity Tutors,3.9,Seattle,WA,
1085,Sr. Marketing Data Analyst,"Yoh, A Day & Zimmermann Company",3.7,New York,NY,
1086,Senior Statistical Programmer,PAREXEL,3.7,Staples,TX,
1087,Senior Software Engineer - Machine Learning,Intuit,4.2,Mountain View,CA,
1088,Lead AI Software Engineer,Mitre Corporation,4.0,Mclean,VA,
1089,"Stagiaire Core Data Science, GRAph Science & Statistics Rese...",Facebook,4.2,Menlo Park,CA,
1090,"Senior Manager, Machine Learning",Comcast,3.7,Washington,DC,
1091,"Manager, Machine Learning",Comcast,3.7,Washington,DC,
1092,Software Engineer - Machine Learning| Marketplace Driver Pri...,Uber,3.7,Palo Alto,CA,
1093,"Solution Engineer, Machine Learning and Data Platform",CyberCoders,3.3,San Jose,CA,
1094,Senior Technical Data Analyst,Intuit,4.2,San Diego,CA,
1095,Quality Assurance Analyst - Artificial Intelligence,"Strategic Education, Inc.",,Herndon,VA,
1096,"Manager, Research Data Science",Facebook,4.2,Seattle,WA,
1097,Machine Learning Engineer II - Help Intelligence,Uber,3.7,Palo Alto,CA,
1098,Research Scientist - RF Machine Learning,Perspecta,3.3,College Park,MD,
1099,Senior Machine Learning Engineer,Change Healthcare,3.0,Vancouver,WA,
1100,Senior Data Analyst,Hollister Staffing,4.1,Boston,MA,
1101,Senior Machine Learning Engineer 2- Rider Intelligence Team,Uber,3.7,Palo Alto,CA,
1102,Software Engineer - AI Platform,Uber,3.7,Sunnyvale,CA,
1103,"Sr. Machine Learning Engineer, Uber AI Recommendations",Uber,3.7,San Francisco,CA,
1104,REMOTE - Sr. Front End Engineer - AI & Data-Driven Startup,CyberCoders,3.3,Salt Lake City,UT,105000.0
1105,Statistical Programmer III,System One,3.6,Gaithersburg,MD,
1106,"Principal Statistician - Biopharma – Rayleigh, US",Warman O'Brien,,Raleigh,NC,135000.0
1107,Principal Statistical Programmer,Penfield Search Partners,,San Diego,CA,
1108,Remote Principal Statistician,Kelly,3.8,Wilmington,DE,
1109,Sr. Data Scientist,Abiomed,3.7,Danvers,MA,
1110,Senior Data Scientist II - Advanced Analytics,Walker Edison,3.5,Utah,UT,
1111,Data Scientist - OPR Levine Children's Hospital,Atrium Health,3.8,Charlotte,NC,
1112,Data Scientist,"Reports and Requirements Company, LLC",,Washington,DC,
1113,"Data Scientist, Marketing Capital Allocation",Root Insurance Company,3.7,Remote,REMOTE,
1114,"Vice President, Data Science (Atlanta, GA)",BlackRock,3.8,Atlanta,GA,
1115,Senior Data Analyst,Guidehouse,3.4,Huntsville,AL,
1116,AML Statistician / Scenario Development & Enhancement,Citi,3.9,Tampa,FL,
1117,Statistician,Global Pharmatek,,United States,UNITED,107250.0
1118,Senior Data Scientist,Kforce,3.8,Los Angeles,CA,
1119,Sr. Machine Learning Engineer (Eats Logistics),Uber,3.7,New York,NY,
1120,"Engineering Lead, AI Applications",Wells Fargo Bank,3.7,Raleigh,NC,
1121,Backend Engineer - Uber AI (Michelangelo Platform),Uber,3.7,San Francisco,CA,
1122,Software Engineer - Machine Learning| Marketplace Driver Pri...,Uber,3.7,Palo Alto,CA,
1123,Lead NLP AI Engineer - Platform Innovation & Engineering,Humana,3.7,Boston,MA,
1124,Data Scientist - Meaningful Matches,Nuna,,San Francisco,CA,
1125,Data Scientist,Veoneer USA,,Southfield,MI,
1126,Data Scientist,"Vorys, Sater, Seymour and Pease",3.6,Cincinnati,OH,
1127,"Data Scientist, Analytics (PhD)",Facebook,4.2,Seattle,WA,
1128,Senior Machine Learning Engineer,Solution Consulting Group,,Knoxville,TN,
1129,AVP - AML Statistician / Independent Validations - C12,Citi,3.9,Tampa,FL,
1130,Senior Technical Data Analyst,Intuit,4.2,Tucson,AZ,
1131,Machine Learning Architect - Data & Analytics,Credera,4.0,Denver,CO,
1132,Software Engineer II (Machine Learning),Uber,3.7,New York,NY,
1133,Software Engineering Manager - Machine Learning,Facebook,4.2,Austin,TX,
1134,Senior Data Engineer - AI Labs,BlackRock,3.8,New York,NY,
1135,Embedded Software AI Application Engineer,Motorola Solutions,4.1,Allen,TX,
1136,Systems Engineer III,Perspecta,3.3,Springfield,VA,
1137,Audience/Data Science Lead,ReKruiting Advisors LLC,,New York,NY,
1138,"Technical Program Manager, Machine Learning Infrastructure",Facebook,4.2,Seattle,WA,
1139,Global Senior Data Analyst,"RiseSmart, Inc.",,Remote,REMOTE,
1140,Senior Data Scientist,SCOR,3.4,Charlotte,NC,
1141,Data Visualization Scientist,Johns Hopkins Applied Physics Laboratory (APL),4.0,Laurel,MD,
1142,"Data Scientist, Product Analytics – Facebook Ecosystems",Facebook,4.2,Menlo Park,CA,
1143,"Technical Program Manager, Core Machine Learning - Ads",Facebook,4.2,Menlo Park,CA,
1144,"Senior Quality, Safety, Health Equity Data Analyst / 40 Hour...",Brigham & Women's Hospital(BWH),4.1,Boston,MA,
1145,"Manager, Revenue Mgmt & Data Science",Universal Orlando,4.1,Orlando,FL,
1146,Marketing Data Engineering Senior Manager,Wells Fargo Bank,3.7,Charlotte,NC,
1147,Sr. Machine Learning Engineer (Eats Logistics),Uber,3.7,New York,NY,
1148,"Engineering Lead, AI Applications",Wells Fargo Bank,3.7,Franklinton,NC,
1149,Staff Software Engineer - Machine Learning Infrastructure,Blue Yonder,4.4,Dallas,TX,
1150,Software Engineer - Deep Learning Platform (Seattle),Uber,3.7,Sunnyvale,CA,
1151,"Statistician, Sr",General Dynamics,3.8,Washington,DC,
1152,Senior Statistician,System One,3.6,No Potomac,MD,
1153,"Research Scientist, Machine Learning for Image Synthesis (Ph...",Facebook,4.2,Redmond,WA,
1154,SENIOR DATA ANALYST - CUSTOMER ANALYTICS,"Foot Locker, Inc.",3.9,United States,UNITED,
1155,Associate Data Scientist,NextEra Energy,3.9,Juno Beach,FL,
1156,Fraud Data Scientist,Nike,4.1,Beaverton,OR,
1157,"Data Scientist, Product",Moveworks,4.3,Mountain View,CA,
1158,"(Sr.) Engineer, AI Perception Algorithm",Black Sesame Technologies Inc,,San Jose,CA,
1159,Senior DoD Data Analyst,NavAide,,Washington,DC,
1160,"Data Scientist, Mid",General Dynamics,3.8,Washington,DC,
1161,Data Scientist,Perspecta,3.3,Mclean,VA,
1162,Statistician,Global Pharmatek,,United States,UNITED,107250.0
1163,"Manager, Statistical Programming",Bristol Myers Squibb,4.2,Seattle,WA,
1164,Architect - Data & Analytics,Credera,4.0,Los Angeles,CA,
1165,"Senior Data Analyst, Business Delivery",Constellation Brands,3.7,Victor,NY,
1166,Principal Data Architect - Director,North Highland,3.5,Charlotte,NC,
1167,Sr. Software Engineer II - Uber AI Recommendation Platform,Uber,3.7,San Francisco,CA,
1168,Statistical Programmer III,System One,3.6,Gaithersburg,MD,
1169,Data Scientist,Bind,2.3,Minnesota,MN,
1170,Data Scientist II,Fresenius Medical Care,3.4,Waltham,MA,
1171,Senior Data Scientist II - Advanced Analytics,Walker Edison,3.5,Utah,UT,
1172,Entry Level Data Engineer (AI Applications),IBM,3.9,Littleton,MA,
1173,Statistician (SAS),ICF,3.4,Atlanta,GA,
1174,"Associate Director, Data Partner, Global Biometrics and Data...",Bristol Myers Squibb,4.2,New Brunswick,NJ,
1175,Health Care Data Scientist,"Vizient, Inc.",3.7,Chicago,IL,
1176,Senior Statistician,UCLA Health,4.0,Los Angeles,CA,
1177,Data Scientist-Journeyman,Perspecta,3.3,Washington,DC,
1178,Artificial Intelligence SME,"Modern Technology Solutions, Inc.",4.4,Alexandria,VA,
1179,"Software Engineer, Machine Learning",Facebook,4.2,Los Angeles,CA,
1180,Staff Machine Learning Engineer - Investments,Uber,3.7,San Francisco,CA,
1181,"Engineering Lead, AI Applications",Wells Fargo Bank,3.7,Selma,NC,
1182,"Principal, Machine Learning",Comcast,3.7,Philadelphia,PA,
1183,Embedded Software AI Application Engineer,Motorola Solutions,4.1,Allen,TX,
1184,"Bioinformaticist, Research and Development",Scismic,,New York,NY,
1185,Statistician,"Psychology Software Tools, Inc",,Sharpsburg,PA,52650.0
1186,Data Scientist - Shops Seller Ecosystem,Facebook,4.2,Seattle,WA,
1187,Data Scientist,Perspecta,3.3,Springfield,VA,
1188,Data Engineer (Python),BlackRock,3.8,New York,NY,
1189,NLP and Machine Learning Research Scientist,Baidu USA,,United States,UNITED,195000.0
1190,"2021402 Data Scientist $150,000.00",B4CORP,,Tysons,VA,150000.0
1191,Metro College Intern Program- Facilities Asset Management En...,Washington Metropolitan Area Transit Authority,3.7,Landover,MD,
1192,Staff Machine Learning Engineer,Intuit,4.2,Mountain View,CA,
1193,Software Engineer (Machine Learning) - Freight,Uber,3.7,San Francisco,CA,
1194,Software Engineer Backend (Uber AI),Uber,3.7,San Francisco,CA,
1195,"Senior Associate, Conversational AI Developer",KPMG,4.0,Atlanta,GA,
1196,Senior Statistician - Innovative Biopharma - USA,Warman O'Brien,,United States,UNITED,112746.5
1197,Sr Backend Engineer - Uber AI (Michelangelo Platform),Uber,3.7,San Francisco,CA,
1198,Sr. Marketing Analyst (Analytics),Snap Finance,3.4,Salt Lake City,UT,
1199,"Sr. Data Scientist, Experimentation",Time Warner,3.8,Los Angeles,CA,
1200,College Intern Technical/Data Scientist,Northrop Grumman,4.0,Mclean,VA,
1201,Data Scientist,Javelin Biotech,,Woburn,MA,
1202,Healthcare Data Scientist,University of Maryland Medical System,3.5,Linthicum,MD,
1203,Data Scientist,AppZen,2.5,San Jose,CA,
1204,Data Scientist - Meaningful Matches,Nuna,,San Francisco,CA,
1205,Data Scientist,Veoneer USA,,Southfield,MI,
1206,Data Scientist,"Vorys, Sater, Seymour and Pease",3.6,Cincinnati,OH,
1207,Data Scientist-Senior,Perspecta,3.3,Washington,DC,
1208,"Manager, Statistical Programming","Daiichi Sankyo, Inc.",3.8,Basking Ridge,NJ,
1209,Senior Data Engineer - AI Labs,BlackRock,3.8,Palo Alto,CA,
1210,Mid-level Machine Learning Engineer,CyberCoders,3.3,Calabasas,CA,90000.0
1211,"Principal Statistician - Biopharma – Rayleigh, US",Warman O'Brien,,Raleigh,NC,135000.0
1212,"Senior Associate, Conversational AI Developer",KPMG,4.0,Chicago,IL,
1213,Lead AI / ML Engineer,CyberCoders,3.3,Phoenix,AZ,160000.0
1214,Clinical Data Scientist,InterVenn,,South San Francisco,CA,
1215,Data Scientist,Madison Square Garden Entertainment,4.0,Burbank,CA,
1216,Sr. Data Scientist/Machine Learning Engineer,Blackstraw AI,,Remote,REMOTE,90000.0
1217,Senior Data Scientist – Advanced Analytics Commercial,Eli Lilly,4.2,Indianapolis,IN,
1218,"Associate Director, Data Partner, Global Biometrics and Data...",Bristol Myers Squibb,4.2,New Brunswick,NJ,
1219,Senior Data Analyst / Principal Data Analyst,Liberty Mutual Insurance,3.6,Dover,NH,99300.0
1220,Architect - Data & Analytics,Credera,4.0,Houston,TX,
1221,Senior Statistical Programmer,PAREXEL,3.7,Staples,TX,
1222,Senior Machine Learning Engineer,Change Healthcare,3.0,Amboy,WA,
1223,Sr. Machine Learning Engineer (Eats Logistics),Uber,3.7,New York,NY,
1224,"Solution Engineer, Machine Learning and Data Platform",CyberCoders,3.3,San Jose,CA,
1225,Systems Engineer III,Perspecta,3.3,Springfield,VA,
1226,Audience/Data Science Lead,ReKruiting Advisors LLC,,New York,NY,
1227,Principal Statistical Programmer,Penfield Search Partners,,San Diego,CA,
1228,Principal Statistician - Post Marketing HEOR,Penfield Search Partners,,Cambridge,MA,
1229,Sr Data Scientist,The Walt Disney Company (Corporate),4.1,Seattle,WA,
1230,Senior Data Analyst,Vaco,3.7,Pittsburgh,PA,
1231,AI/ML Data Engineer,MORSE Corp,,Cambridge,MA,
1232,Data Science & Analytics Mgr,RTX,4.8,Farmington,CT,
1233,"Lead Quantitative Analyst, Data Science",NATIONAL GRID CO USA (NE POWER),3.8,Waltham,MA,
1234,Senior Statistician,UCLA Health,4.0,Los Angeles,CA,
1235,"Data Science Manager, Instagram Feed & Stories Relevance",Facebook,4.2,San Francisco,CA,
1236,Machine Learning Architect - Data & Analytics,Credera,4.0,Denver,CO,
1237,Senior Data Scientist,Kforce,3.8,Los Angeles,CA,
1238,Staff Machine Learning Engineer,Uber,3.7,Sunnyvale,CA,
1239,Staff Machine Learning Engineer - Investments,Uber,3.7,San Francisco,CA,
1240,Software Engineer - Machine Learning | Ingénieur logiciel -...,Facebook,4.2,Menlo Park,CA,
1241,Remote Machine Learning Engineer,CyberCoders,3.3,Dallas,TX,
1242,Data Analytics Engineer,Nestle USA,3.7,Solon,OH,
1243,"Senior Data Science Engineer, PySpark (REMOTE)",CyberCoders,3.3,San Jose,CA,
1244,Principal/Sr. Principal Data Scientist,Northrop Grumman,4.0,Herndon,VA,
1245,Data Scientist (TS/SCI poly),Northrop Grumman,4.0,Chantilly,VA,
1246,Operational Data Scientist,Johns Hopkins Applied Physics Laboratory (APL),4.0,Laurel,MD,
1247,"Data Scientist, Product Analytics - Ads Ranking",Facebook,4.2,Seattle,WA,
1248,Data Science & Analytics Mgr,RTX,4.8,Marlborough,CT,
1249,Data Science Solutions Architect,Bloomberg,3.9,New York,NY,
1250,Unity ML-Agents (Machine Learning) Developer for AR/VR Studi...,ForgeFX Simulations,,Nevada,NV,48750.0
1251,Senior Statistical Programmer,PAREXEL,3.7,Jbsa Randolph,TX,
1252,Sr. Data Analyst - Partner Analytics,Strive Health,,Denver,CO,89200.0
1253,"Manager, Statistical Programming","Daiichi Sankyo, Inc.",3.8,Basking Ridge,NJ,
1254,"Solutions Engineer, Data – Analytics & Emerging Technology",Liberty Mutual Insurance,3.6,Boston,MA,137200.0
1255,"Data Science Director, Community Relevance",Facebook,4.2,Menlo Park,CA,
1256,Product Manager - Machine Learning,CyberCoders,3.3,Boston,MA,
1257,Audience/Data Science Lead,ReKruiting Advisors LLC,,New York,NY,
1258,Machine Learning Software Engineer,Motorola Solutions,4.1,Schaumburg,IL,
1259,Data Science Fellowship,Boys & Girls Clubs of Southeastern Michigan,4.2,Detroit,MI,116100.0
1260,Data Scientist,Ancestry,3.9,San Francisco,CA,
1261,Data Scientist,Beacon Street Services,,Baltimore,MD,
1262,Associate Data Scientist,The Hartford,3.7,Hartford,CT,
